transcript_id	Nezu_1	Hino_1	sampleA	sampleB	logFC	logCPM	PValue	FDR
TRINITY_DN4079_c0_g1_i1	803	402	Nezu_1	Hino_1	0.927801240598179	5.73419455579177	0.163686775088482	1.0
TRINITY_DN15849_c0_g1_i2	34	13	Nezu_1	Hino_1	1.30877874607416	1.16984360678113	0.115723422343511	1.0
TRINITY_DN3212_c1_g1_i4	20	23	Nezu_1	Hino_1	-0.270252597265227	1.06130147797406	0.802806556586683	1.0
TRINITY_DN6077_c0_g1_i20	134	116	Nezu_1	Hino_1	0.137774403482283	3.49234110164364	0.851602937104863	1.0
TRINITY_DN35445_c0_g1_i1	47	15	Nezu_1	Hino_1	1.5697449415786	1.53936785150173	0.0473358854502225	0.873630564180277
TRINITY_DN873_c0_g1_i4	158	206	Nezu_1	Hino_1	-0.452600641338452	4.03352801624708	0.506999393585266	1.0
TRINITY_DN2071_c0_g1_i2	58	61	Nezu_1	Hino_1	-0.142652171633835	2.44886404805566	0.890730960366165	1.0
TRINITY_DN7859_c0_g1_i3	49	81	Nezu_1	Hino_1	-0.793741455806105	2.57825447948612	0.278422130738411	1.0
TRINITY_DN11098_c0_g1_i11	19	15	Nezu_1	Hino_1	0.268848328757863	0.751579927306309	0.757100121173121	1.0
TRINITY_DN1651_c0_g1_i2	230	85	Nezu_1	Hino_1	1.36463786607857	3.80901281193734	0.0482390592393164	0.880821645330593
TRINITY_DN11060_c0_g1_i2	90	66	Nezu_1	Hino_1	0.376650894677762	2.82345893186307	0.611390561729633	1.0
TRINITY_DN16511_c0_g1_i3	45	44	Nezu_1	Hino_1	-0.0376683811951061	2.0445465297964	1.0	1.0
TRINITY_DN2440_c0_g1_i1	851	1004	Nezu_1	Hino_1	-0.308682068704382	6.36904999568785	0.640793590073043	1.0
TRINITY_DN5717_c0_g1_i13	22	71	Nezu_1	Hino_1	-1.75461502699366	2.11810384314844	0.0197198715048281	0.655986257885602
TRINITY_DN3806_c0_g1_i6	266	241	Nezu_1	Hino_1	0.0721618326774203	4.50145235496628	0.91832379707529	1.0
TRINITY_DN3355_c1_g1_i5	63	77	Nezu_1	Hino_1	-0.359056389033661	2.67832405015925	0.614777563343864	1.0
TRINITY_DN4073_c0_g1_i1	233	217	Nezu_1	Hino_1	0.0324212466376238	4.33126949886603	0.96929027494581	1.0
TRINITY_DN8955_c0_g2_i12	49	81	Nezu_1	Hino_1	-0.793741455806105	2.57825447948612	0.278422130738411	1.0
TRINITY_DN1856_c2_g1_i1	3004	2847	Nezu_1	Hino_1	0.0072463628055989	8.02044627785344	0.991769135988114	1.0
TRINITY_DN2453_c0_g1_i2	858	867	Nezu_1	Hino_1	-0.0852376414567553	6.2618135137847	0.898696415144815	1.0
TRINITY_DN11278_c0_g1_i4	21	26	Nezu_1	Hino_1	-0.376299810777861	1.17987508566792	0.635965815601669	1.0
TRINITY_DN36091_c0_g1_i1	131	108	Nezu_1	Hino_1	0.208121012190581	3.42775949034948	0.776169712846947	1.0
TRINITY_DN7568_c0_g1_i1	68	91	Nezu_1	Hino_1	-0.489745709980571	2.85845046051271	0.493499571070469	1.0
TRINITY_DN589_c0_g1_i2	266	204	Nezu_1	Hino_1	0.312493482581214	4.39036586471102	0.643801513243887	1.0
TRINITY_DN10890_c0_g1_i1	125	69	Nezu_1	Hino_1	0.785993453608035	3.1268590604292	0.268569995110074	1.0
TRINITY_DN7226_c0_g1_i7	86	71	Nezu_1	Hino_1	0.205992284861124	2.83404340653695	0.790882636212542	1.0
TRINITY_DN14133_c0_g1_i4	246	304	Nezu_1	Hino_1	-0.375436611819668	4.62303613817641	0.580023687508892	1.0
TRINITY_DN1335_c0_g1_i7	177	218	Nezu_1	Hino_1	-0.370538051957019	4.14936802531534	0.592537798869644	1.0
TRINITY_DN1393_c0_g1_i1	159	143	Nezu_1	Hino_1	0.0827473862443113	3.76158975073084	0.921017618481241	1.0
TRINITY_DN13724_c0_g1_i2	41	43	Nezu_1	Hino_1	-0.138496053582018	1.96562062113724	0.887265932882388	1.0
TRINITY_DN8981_c0_g1_i5	130	101	Nezu_1	Hino_1	0.293639898291219	3.37861000251249	0.685947578227639	1.0
TRINITY_DN1270_c0_g1_i2	57	60	Nezu_1	Hino_1	-0.14388863683828	2.42521794193487	0.889010217654243	1.0
TRINITY_DN9890_c0_g1_i1	27	22	Nezu_1	Hino_1	0.224110002497071	1.23156325998495	0.879289664695339	1.0
TRINITY_DN6547_c0_g1_i8	62	64	Nezu_1	Hino_1	-0.115769612725486	2.5284938221807	0.89711154336986	1.0
TRINITY_DN5267_c0_g1_i13	52	42	Nezu_1	Hino_1	0.237291424385983	2.117827317172	0.764980309056453	1.0
TRINITY_DN10454_c0_g2_i2	273	422	Nezu_1	Hino_1	-0.698278095941702	4.96209206676967	0.296547682721926	1.0
TRINITY_DN16948_c0_g1_i2	65	70	Nezu_1	Hino_1	-0.176783142268925	2.62564551586169	0.806904032041006	1.0
TRINITY_DN452_c0_g1_i4	183	151	Nezu_1	Hino_1	0.206943750393715	3.9037407227668	0.767421671845349	1.0
TRINITY_DN9979_c0_g3_i3	17	13	Nezu_1	Hino_1	0.314181270970693	0.590991996925582	0.732195598539682	1.0
TRINITY_DN9015_c0_g1_i5	29	11	Nezu_1	Hino_1	1.31880199690224	0.957395864411138	0.128892330485785	1.0
TRINITY_DN3927_c0_g1_i1	226	241	Nezu_1	Hino_1	-0.162818793574252	4.38647366553308	0.81715818492518	1.0
TRINITY_DN2297_c0_g1_i1	908	934	Nezu_1	Hino_1	-0.110910845945512	6.35658468191231	0.867443703255283	1.0
TRINITY_DN29926_c0_g1_i1	134	52	Nezu_1	Hino_1	1.29345199645445	3.06307805141849	0.0669758299706081	0.983645024843897
TRINITY_DN11528_c0_g1_i1	202	114	Nezu_1	Hino_1	0.754497402472136	3.81915912817495	0.273936986080827	1.0
TRINITY_DN28715_c0_g1_i3	64	56	Nezu_1	Hino_1	0.12219429080629	2.45818868301343	0.890730960366165	1.0
TRINITY_DN3554_c0_g1_i1	451	477	Nezu_1	Hino_1	-0.151016774163035	5.37101998425941	0.821256161943011	1.0
TRINITY_DN6054_c0_g1_i3	81	37	Nezu_1	Hino_1	1.0577321240652	2.42689058058226	0.151987302813368	1.0
TRINITY_DN5885_c0_g1_i3	17	13	Nezu_1	Hino_1	0.314181270970693	0.590991996925582	0.732195598539682	1.0
TRINITY_DN185_c0_g1_i2	172	240	Nezu_1	Hino_1	-0.550480856380251	4.21151697719023	0.418480711407978	1.0
TRINITY_DN234_c0_g1_i4	33	89	Nezu_1	Hino_1	-1.49792373521126	2.49480305572647	0.0417427892168745	0.843934082011958
TRINITY_DN1330_c0_g2_i3	418	475	Nezu_1	Hino_1	-0.254548739095671	5.31699148990606	0.702911626627945	1.0
TRINITY_DN15254_c1_g1_i1	36	23	Nezu_1	Hino_1	0.573659684369424	1.47841755476981	0.515523054182885	1.0
TRINITY_DN461_c0_g1_i7	694	690	Nezu_1	Hino_1	-0.0618451773606141	5.94460131914015	0.926783171249473	1.0
TRINITY_DN6093_c0_g1_i4	51	47	Nezu_1	Hino_1	0.0475195489367129	2.17710601440296	0.967244304775788	1.0
TRINITY_DN6576_c0_g1_i10	43	38	Nezu_1	Hino_1	0.107808237783834	1.91362024189905	0.922211860320827	1.0
TRINITY_DN8993_c0_g1_i1	301	278	Nezu_1	Hino_1	0.0444637479601188	4.69192976109993	0.952156488450126	1.0
TRINITY_DN5673_c0_g1_i4	20	42	Nezu_1	Hino_1	-1.13556147988673	1.55725434906818	0.143001877797522	1.0
TRINITY_DN2148_c0_g1_i1	110	91	Nezu_1	Hino_1	0.20311552394973	3.18253733738979	0.784105970565309	1.0
TRINITY_DN5056_c0_g1_i6	29	60	Nezu_1	Hino_1	-1.11567903367495	2.0529823560122	0.14004940074222	1.0
TRINITY_DN17015_c0_g1_i1	38	15	Nezu_1	Hino_1	1.26401163199682	1.33010970127054	0.117629007658821	1.0
TRINITY_DN3345_c0_g1_i2	58	57	Nezu_1	Hino_1	-0.0450068466733436	2.40029483371601	1.0	1.0
TRINITY_DN19849_c0_g1_i1	22	13	Nezu_1	Hino_1	0.683696862921656	0.78686196132007	0.467851691305017	1.0
TRINITY_DN11455_c0_g1_i1	20	27	Nezu_1	Hino_1	-0.500450343925046	1.18064639102471	0.587167489398068	1.0
TRINITY_DN386_c0_g1_i1	289	312	Nezu_1	Hino_1	-0.18059697824107	4.74791808916315	0.789240568489795	1.0
TRINITY_DN7093_c0_g1_i3	90	228	Nezu_1	Hino_1	-1.40995304977547	3.8500778374479	0.0420061843266116	0.845672511977765
TRINITY_DN7801_c0_g3_i1	14	12	Nezu_1	Hino_1	0.150742785664607	0.411285162595282	0.898527520344665	1.0
TRINITY_DN2128_c0_g1_i3	75	79	Nezu_1	Hino_1	-0.144922332773709	2.81023405668969	0.850141286604194	1.0
TRINITY_DN7826_c0_g1_i2	165	222	Nezu_1	Hino_1	-0.497962551053636	4.12150692500928	0.467572964068095	1.0
TRINITY_DN2040_c0_g1_i3	26	22	Nezu_1	Hino_1	0.169924091253132	1.20443922079707	0.938413094232316	1.0
TRINITY_DN4538_c0_g1_i1	47	55	Nezu_1	Hino_1	-0.296237129904884	2.23551991939535	0.721195206548128	1.0
TRINITY_DN4705_c0_g1_i11	28	20	Nezu_1	Hino_1	0.413042589281057	1.20291276649348	0.698706520720583	1.0
TRINITY_DN6760_c0_g1_i1	428	292	Nezu_1	Hino_1	0.481275867549301	4.99947172701913	0.470453588345872	1.0
TRINITY_DN64_c0_g1_i2	4522	4793	Nezu_1	Hino_1	-0.154159455298395	8.6929052353214	0.814062349135175	1.0
TRINITY_DN2653_c0_g1_i2	276	298	Nezu_1	Hino_1	-0.180760896285686	4.68204779065253	0.7910322520966	1.0
TRINITY_DN10900_c0_g1_i2	22	29	Nezu_1	Hino_1	-0.466427389251787	1.28948439197349	0.555480208699848	1.0
TRINITY_DN4673_c0_g1_i12	65	80	Nezu_1	Hino_1	-0.369114535226604	2.72768786183681	0.606068366423088	1.0
TRINITY_DN3423_c0_g1_i9	34	45	Nezu_1	Hino_1	-0.473067792932338	1.88380595430872	0.547185584783608	1.0
TRINITY_DN3380_c0_g1_i3	65	153	Nezu_1	Hino_1	-1.303526121614	3.31196131042338	0.0616814124786153	0.953160829989932
TRINITY_DN2245_c0_g1_i8	31	27	Nezu_1	Hino_1	0.1285576910142	1.45838544511676	0.947665581800564	1.0
TRINITY_DN12273_c0_g1_i4	28	16	Nezu_1	Hino_1	0.732786287736906	1.08568243365854	0.391806470427266	1.0
TRINITY_DN19259_c0_g1_i11	48	59	Nezu_1	Hino_1	-0.367012052904883	2.30265700834499	0.648526776544064	1.0
TRINITY_DN9425_c0_g1_i6	22	34	Nezu_1	Hino_1	-0.695020454278848	1.41665990309586	0.374041489063728	1.0
TRINITY_DN358_c0_g1_i1	93	88	Nezu_1	Hino_1	0.0095183970360858	3.03636851848846	1.0	1.0
TRINITY_DN2225_c0_g2_i4	18	30	Nezu_1	Hino_1	-0.802788294874708	1.21054293206445	0.356890529001561	1.0
TRINITY_DN5629_c0_g1_i2	289	428	Nezu_1	Hino_1	-0.636508952785916	5.00613735320961	0.340248840801857	1.0
TRINITY_DN17423_c0_g1_i3	107	111	Nezu_1	Hino_1	-0.123003443545159	3.30074233069111	0.86141791742019	1.0
TRINITY_DN8383_c0_g1_i7	49	43	Nezu_1	Hino_1	0.117928306671664	2.08907150731286	0.896145091470686	1.0
TRINITY_DN32522_c0_g1_i1	33	33	Nezu_1	Hino_1	-0.0699308103353786	1.63487559035188	0.953266866300944	1.0
TRINITY_DN1656_c0_g1_i1	54	44	Nezu_1	Hino_1	0.224683644272731	2.17562215807308	0.773533071757995	1.0
TRINITY_DN1765_c0_g1_i1	73	119	Nezu_1	Hino_1	-0.774138431583279	3.12731497973662	0.268569995110074	1.0
TRINITY_DN16106_c0_g1_i3	138	194	Nezu_1	Hino_1	-0.561152755577296	3.90337107340388	0.414421254960453	1.0
TRINITY_DN50468_c0_g1_i2	53	41	Nezu_1	Hino_1	0.299368837644545	2.11731821156083	0.700493810683765	1.0
TRINITY_DN4214_c0_g1_i2	355	168	Nezu_1	Hino_1	1.00863545309432	4.53591281977885	0.13492088455061	1.0
TRINITY_DN12464_c0_g1_i2	25	22	Nezu_1	Hino_1	0.113623332107274	1.17678936238584	1.0	1.0
TRINITY_DN2872_c0_g1_i1	452	602	Nezu_1	Hino_1	-0.483519986807743	5.55781045081506	0.466199190827061	1.0
TRINITY_DN5962_c0_g4_i1	77	43	Nezu_1	Hino_1	0.76863706880137	2.45261536201431	0.29615447699062	1.0
TRINITY_DN26606_c0_g2_i1	27	32	Nezu_1	Hino_1	-0.313970716982594	1.48455298922472	0.697453967134963	1.0
TRINITY_DN10450_c0_g1_i2	111	140	Nezu_1	Hino_1	-0.404655825959437	3.50360729178992	0.563106621985152	1.0
TRINITY_DN8041_c0_g1_i17	203	192	Nezu_1	Hino_1	0.0101713309815678	4.14521386933198	1.0	1.0
TRINITY_DN12402_c0_g1_i13	35	46	Nezu_1	Hino_1	-0.463026359490479	1.91811211858833	0.55621686822542	1.0
TRINITY_DN18468_c0_g1_i10	89	51	Nezu_1	Hino_1	0.731740600562698	2.66839609175027	0.305958249305021	1.0
TRINITY_DN5826_c0_g1_i1	309	261	Nezu_1	Hino_1	0.173285087575674	4.66803408486153	0.795161630950531	1.0
TRINITY_DN4627_c0_g1_i1	161	70	Nezu_1	Hino_1	1.13007371550467	3.37066754139046	0.108377849229449	1.0
TRINITY_DN6643_c0_g1_i4	200	220	Nezu_1	Hino_1	-0.207575403864964	4.23528560785078	0.765487238589692	1.0
TRINITY_DN14246_c0_g1_i1	276	294	Nezu_1	Hino_1	-0.161272750520999	4.67180830744026	0.813228340201932	1.0
TRINITY_DN13087_c0_g1_i14	22	41	Nezu_1	Hino_1	-0.964228967703197	1.57790162994898	0.212686622335208	1.0
TRINITY_DN52366_c0_g1_i1	36	44	Nezu_1	Hino_1	-0.358573510325473	1.90021245640148	0.655991047201637	1.0
TRINITY_DN10629_c0_g1_i2	98	65	Nezu_1	Hino_1	0.521325689816686	2.88385497346875	0.471038872900743	1.0
TRINITY_DN5919_c0_g1_i2	352	227	Nezu_1	Hino_1	0.56243726627346	4.6861696079318	0.403602859933716	1.0
TRINITY_DN10310_c0_g1_i3	106	66	Nezu_1	Hino_1	0.612408851492099	2.95868304981468	0.401797184108425	1.0
TRINITY_DN3767_c0_g1_i1	157	570	Nezu_1	Hino_1	-1.92952555793739	5.03830214509195	0.0050529943448803	0.367283567723747
TRINITY_DN928_c0_g1_i1	1380	950	Nezu_1	Hino_1	0.468421853151069	6.68813741864257	0.477428934417748	1.0
TRINITY_DN1910_c0_g2_i7	374	470	Nezu_1	Hino_1	-0.399698620356362	5.23760150842595	0.548085660680016	1.0
TRINITY_DN111_c0_g1_i12	252	88	Nezu_1	Hino_1	1.44638744665404	3.91705066324444	0.0364463764859763	0.806753558475231
TRINITY_DN2335_c0_g1_i3	2805	2891	Nezu_1	Hino_1	-0.113758492009841	7.98319939000638	0.862628060250334	1.0
TRINITY_DN4975_c0_g1_i1	191	188	Nezu_1	Hino_1	-0.0473244611629113	4.08679694348904	0.945667709222771	1.0
TRINITY_DN11512_c0_g1_i1	63	17	Nezu_1	Hino_1	1.81223749331704	1.88490676596642	0.0183152185341261	0.633489086996464
TRINITY_DN4542_c0_g1_i3	372	186	Nezu_1	Hino_1	0.929355174568329	4.62941966514955	0.170107505614239	1.0
TRINITY_DN12222_c0_g1_i3	17	22	Nezu_1	Hino_1	-0.439314731916996	0.933860700261047	0.651530546873032	1.0
TRINITY_DN2024_c0_g2_i2	198	200	Nezu_1	Hino_1	-0.0846420573342234	4.15705957652429	0.905171362347695	1.0
TRINITY_DN5877_c0_g1_i17	29	20	Nezu_1	Hino_1	0.463442188452482	1.23005314654935	0.647857844676496	1.0
TRINITY_DN9020_c0_g1_i1	221	206	Nezu_1	Hino_1	0.0311881186328389	4.25628037368485	0.967744247776573	1.0
TRINITY_DN526_c0_g1_i1	76	56	Nezu_1	Hino_1	0.369666910787779	2.58919202230551	0.614230382367938	1.0
TRINITY_DN1024_c0_g1_i27	16	13	Nezu_1	Hino_1	0.227392325051257	0.548371135735436	0.814851278002743	1.0
TRINITY_DN2784_c0_g1_i2	596	603	Nezu_1	Hino_1	-0.0870231761231402	5.73852239034741	0.89831984665282	1.0
TRINITY_DN8419_c0_g1_i5	69	68	Nezu_1	Hino_1	-0.0490445542218982	2.64508397698609	0.95197515097019	1.0
TRINITY_DN980_c0_g1_i2	512	354	Nezu_1	Hino_1	0.462062595309058	5.26465960001191	0.488728480373176	1.0
TRINITY_DN19776_c0_g1_i1	26	14	Nezu_1	Hino_1	0.81746298399344	0.959903595537959	0.351957209985257	1.0
TRINITY_DN10219_c0_g2_i3	465	548	Nezu_1	Hino_1	-0.307064666551603	5.49875567618928	0.646955069418285	1.0
TRINITY_DN3322_c0_g1_i8	856	636	Nezu_1	Hino_1	0.358327540599149	6.04776956040982	0.589903515937386	1.0
TRINITY_DN6504_c0_g1_i2	352	310	Nezu_1	Hino_1	0.113068781860182	4.88317019760013	0.869429751359846	1.0
TRINITY_DN6377_c0_g1_i5	55	32	Nezu_1	Hino_1	0.709030764981017	2.00727426178451	0.354664827529454	1.0
TRINITY_DN166_c0_g1_i1	137	163	Nezu_1	Hino_1	-0.320623050844861	3.75640308324978	0.64847209835828	1.0
TRINITY_DN593_c0_g1_i1	3180	3399	Nezu_1	Hino_1	-0.166272920243461	8.19161776273694	0.799968870286201	1.0
TRINITY_DN7649_c0_g1_i1	567	597	Nezu_1	Hino_1	-0.144546784260819	5.69659878762261	0.827310451561534	1.0
TRINITY_DN24279_c0_g1_i1	69	67	Nezu_1	Hino_1	-0.0277094532898441	2.63461839824817	0.975812302313454	1.0
TRINITY_DN1661_c2_g2_i1	51	44	Nezu_1	Hino_1	0.142422217694973	2.13325238166904	0.865755890155733	1.0
TRINITY_DN4172_c0_g1_i2	357	219	Nezu_1	Hino_1	0.634511692994983	4.67795297400451	0.345028542786613	1.0
TRINITY_DN12310_c0_g1_i4	35	32	Nezu_1	Hino_1	0.0588675438815898	1.65439401569378	1.0	1.0
TRINITY_DN1301_c0_g1_i1	103	91	Nezu_1	Hino_1	0.108370327749147	3.13336255694633	0.879368028937195	1.0
TRINITY_DN7157_c0_g1_i1	20	12	Nezu_1	Hino_1	0.661388135278317	0.6716701645735	0.445396693788579	1.0
TRINITY_DN100_c0_g1_i5	178	120	Nezu_1	Hino_1	0.498219076271445	3.73826771854031	0.468722896165433	1.0
TRINITY_DN6459_c0_g1_i2	34	34	Nezu_1	Hino_1	-0.0699385711263416	1.67552367391666	0.95448338127553	1.0
TRINITY_DN3205_c0_g1_i1	831	795	Nezu_1	Hino_1	-0.0063010619772868	6.17581116576976	0.993537954726119	1.0
TRINITY_DN1207_c0_g1_i1	482	488	Nezu_1	Hino_1	-0.088020965602545	5.43388262533187	0.895988309235293	1.0
TRINITY_DN8330_c0_g1_i7	35	43	Nezu_1	Hino_1	-0.365995289180493	1.8654791981272	0.648562058973632	1.0
TRINITY_DN10025_c0_g1_i5	18	12	Nezu_1	Hino_1	0.510404393652392	0.590043445642389	0.567307030812859	1.0
TRINITY_DN13484_c0_g1_i1	37	42	Nezu_1	Hino_1	-0.252259030301416	1.88209469568982	0.764236618732439	1.0
TRINITY_DN3924_c0_g1_i4	26	19	Nezu_1	Hino_1	0.380172901869115	1.1174607865799	0.676811009904115	1.0
TRINITY_DN4162_c0_g1_i4	232	207	Nezu_1	Hino_1	0.0942446393437185	4.2952017713499	0.897976280257459	1.0
TRINITY_DN2754_c0_g1_i5	114	93	Nezu_1	Hino_1	0.223264324168722	3.22394520112074	0.758539491871471	1.0
TRINITY_DN1615_c0_g1_i3	5938	4805	Nezu_1	Hino_1	0.235239505578846	8.89388652564971	0.719499184753318	1.0
TRINITY_DN7146_c0_g1_i4	295	372	Nezu_1	Hino_1	-0.404630177298561	4.8998462936772	0.547659646778718	1.0
TRINITY_DN5895_c0_g1_i2	87	50	Nezu_1	Hino_1	0.727498627970846	2.63809315022497	0.310639965603411	1.0
TRINITY_DN56489_c0_g1_i1	32	26	Nezu_1	Hino_1	0.228374212616791	1.45769701398969	0.843823078320631	1.0
TRINITY_DN26476_c0_g3_i1	19	16	Nezu_1	Hino_1	0.176466322147369	0.789527813174693	0.840520281578311	1.0
TRINITY_DN6330_c0_g1_i1	52	105	Nezu_1	Hino_1	-1.08212818993537	2.8459008442562	0.131208240816942	1.0
TRINITY_DN6543_c0_g1_i1	122	239	Nezu_1	Hino_1	-1.03954779365387	4.02770395871544	0.128296287668396	1.0
TRINITY_DN7413_c0_g1_i6	100	165	Nezu_1	Hino_1	-0.791881593827087	3.58464350671102	0.256198645194228	1.0
TRINITY_DN6694_c0_g1_i2	67	64	Nezu_1	Hino_1	-0.0040986353048349	2.58193326978646	1.0	1.0
TRINITY_DN14338_c0_g1_i4	55	40	Nezu_1	Hino_1	0.388198601710487	2.13123060744696	0.610978997652104	1.0
TRINITY_DN1507_c0_g1_i16	95	56	Nezu_1	Hino_1	0.691109627836655	2.7748361923458	0.327085357913334	1.0
TRINITY_DN1880_c0_g1_i1	351	231	Nezu_1	Hino_1	0.53314722309146	4.69389002492618	0.428081170540175	1.0
TRINITY_DN881_c0_g1_i5	30	56	Nezu_1	Hino_1	-0.967654192213669	2.00451162823325	0.202196931738606	1.0
TRINITY_DN9570_c0_g1_i1	281	183	Nezu_1	Hino_1	0.548226904981352	4.36944132911012	0.422474569701192	1.0
TRINITY_DN4633_c0_g1_i1	13	12	Nezu_1	Hino_1	0.0448329957401953	0.362861923298321	1.0	1.0
TRINITY_DN229_c0_g1_i11	117	222	Nezu_1	Hino_1	-0.993461178506638	3.93749678090001	0.147591089371935	1.0
TRINITY_DN10761_c0_g1_i2	207	106	Nezu_1	Hino_1	0.894604006187939	3.80421241669439	0.195726300186055	1.0
TRINITY_DN1563_c0_g2_i3	270	362	Nezu_1	Hino_1	-0.493027908665855	4.82353051964183	0.459866412018634	1.0
TRINITY_DN3212_c0_g1_i3	33	34	Nezu_1	Hino_1	-0.112843282551097	1.65565898262236	0.907908236534212	1.0
TRINITY_DN8706_c0_g1_i6	188	138	Nezu_1	Hino_1	0.375576542888806	3.8674060754856	0.586121684540898	1.0
TRINITY_DN11842_c0_g1_i5	100	112	Nezu_1	Hino_1	-0.233418460814421	3.26231935924935	0.75078399096749	1.0
TRINITY_DN9125_c0_g1_i2	168	150	Nezu_1	Hino_1	0.0932296824312978	3.83500130611576	0.903481603320094	1.0
TRINITY_DN10923_c0_g1_i2	68	27	Nezu_1	Hino_1	1.2585916437172	2.12465158082077	0.102354167485481	1.0
TRINITY_DN10883_c0_g1_i14	60	24	Nezu_1	Hino_1	1.24749518098659	1.95518770395511	0.106896196135494	1.0
TRINITY_DN720_c0_g1_i3	746	647	Nezu_1	Hino_1	0.135189945355786	5.95160470499424	0.840019441206543	1.0
TRINITY_DN10683_c0_g1_i2	26	14	Nezu_1	Hino_1	0.81746298399344	0.959903595537959	0.351957209985257	1.0
TRINITY_DN871_c0_g1_i9	42	23	Nezu_1	Hino_1	0.795321489902256	1.60799197870582	0.336063733333406	1.0
TRINITY_DN8442_c0_g1_i1	32	38	Nezu_1	Hino_1	-0.316984939848997	1.71690496884466	0.696415984036731	1.0
TRINITY_DN8207_c0_g1_i1	337	408	Nezu_1	Hino_1	-0.345899358859477	5.05786319703376	0.606398061149965	1.0
TRINITY_DN3420_c0_g1_i7	1045	1125	Nezu_1	Hino_1	-0.176597340619876	6.59332078381358	0.789487833420995	1.0
TRINITY_DN1566_c0_g1_i5	36	202	Nezu_1	Hino_1	-2.55423081020398	3.4452179710403	0.0005063366466686	0.109892881082262
TRINITY_DN4832_c0_g1_i1	157	142	Nezu_1	Hino_1	0.0746155273617301	3.7474631406284	0.931616971325629	1.0
TRINITY_DN18137_c0_g1_i1	140	154	Nezu_1	Hino_1	-0.207522405995605	3.72644456425243	0.77175708312132	1.0
TRINITY_DN1125_c0_g1_i3	327	387	Nezu_1	Hino_1	-0.313128366532003	4.99649997945139	0.6384963006815	1.0
TRINITY_DN807_c0_g1_i11	20	20	Nezu_1	Hino_1	-0.0697597355073763	0.964918473137004	1.0	1.0
TRINITY_DN13648_c0_g1_i1	289	269	Nezu_1	Hino_1	0.0332527689263245	4.63913169058598	0.968981988945603	1.0
TRINITY_DN8559_c0_g1_i1	33	22	Nezu_1	Hino_1	0.512378031761719	1.38429654675152	0.580885671802326	1.0
TRINITY_DN13209_c0_g1_i2	20	26	Nezu_1	Hino_1	-0.446252053027618	1.15171273476673	0.635965815601669	1.0
TRINITY_DN3674_c0_g1_i6	71	181	Nezu_1	Hino_1	-1.41866679718821	3.51880667535645	0.0425391971774278	0.850756338618526
TRINITY_DN4994_c0_g1_i5	220	130	Nezu_1	Hino_1	0.6882828289912	3.96540990985868	0.311105611927852	1.0
TRINITY_DN10790_c0_g1_i1	159	167	Nezu_1	Hino_1	-0.140908882027383	3.87291342779216	0.843551493056794	1.0
TRINITY_DN3329_c0_g1_i1	121	63	Nezu_1	Hino_1	0.870123332122468	3.05141200828348	0.224645909179408	1.0
TRINITY_DN6230_c0_g1_i1	207	214	Nezu_1	Hino_1	-0.118105533772541	4.23770054965798	0.869686479164779	1.0
TRINITY_DN11541_c0_g1_i1	19	20	Nezu_1	Hino_1	-0.14327737630848	0.932169125428402	1.0	1.0
TRINITY_DN395_c0_g1_i4	80	30	Nezu_1	Hino_1	1.34129591876702	2.32716274873734	0.0743469212192196	1.0
TRINITY_DN9799_c0_g1_i1	324	256	Nezu_1	Hino_1	0.269537233356785	4.69186972031373	0.689917575161407	1.0
TRINITY_DN29431_c0_g1_i1	24	16	Nezu_1	Hino_1	0.511487989341139	0.961575309879007	0.579400586227009	1.0
TRINITY_DN20086_c0_g1_i1	21	37	Nezu_1	Hino_1	-0.883309552296272	1.46526585329046	0.256416110841684	1.0
TRINITY_DN3858_c0_g1_i3	131	164	Nezu_1	Hino_1	-0.393987708273354	3.73323822711094	0.571725254924712	1.0
TRINITY_DN10728_c0_g1_i2	182	124	Nezu_1	Hino_1	0.482999030063551	3.77612631471	0.480252290187119	1.0
TRINITY_DN6254_c0_g1_i2	490	236	Nezu_1	Hino_1	0.983430818815156	5.00602000260895	0.143970505266408	1.0
TRINITY_DN9184_c0_g1_i7	14	33	Nezu_1	Hino_1	-1.29942230425788	1.18527315306341	0.130208682948527	1.0
TRINITY_DN2164_c0_g1_i6	60	49	Nezu_1	Hino_1	0.221474178985651	2.32334300056066	0.765496694920226	1.0
TRINITY_DN4701_c0_g1_i8	87	108	Nezu_1	Hino_1	-0.381646211147835	3.14548316966404	0.590153093734202	1.0
TRINITY_DN13010_c0_g1_i4	179	186	Nezu_1	Hino_1	-0.125452737185002	4.03391978624041	0.860038775014856	1.0
TRINITY_DN8722_c0_g1_i1	24	21	Nezu_1	Hino_1	0.121771413756275	1.11903858849116	1.0	1.0
TRINITY_DN4636_c0_g1_i4	47	77	Nezu_1	Hino_1	-0.780751662352916	2.51197097243165	0.286809634580005	1.0
TRINITY_DN15945_c0_g1_i3	137	114	Nezu_1	Hino_1	0.194751536032064	3.49742199546974	0.786238954621459	1.0
TRINITY_DN3158_c1_g2_i5	41	11	Nezu_1	Hino_1	1.81651568444919	1.30192172528069	0.0287326638475683	0.739776079463832
TRINITY_DN19063_c0_g1_i1	47	76	Nezu_1	Hino_1	-0.761922653974481	2.50048210879796	0.29886713882612	1.0
TRINITY_DN10105_c0_g1_i1	75	84	Nezu_1	Hino_1	-0.233326632929215	2.85603274029865	0.75311443384034	1.0
