transcript_id	blastx_id	blastx_full	Higher_expression
TRINITY_DN1416_c1_g1_i4	.	.	
TRINITY_DN1470_c0_g1_i3	GLX1_ARATH	Lactoylglutathione lyase GLX1 {ECO:0000303|PubMed:17404219}	
TRINITY_DN1466_c0_g1_i12	PIFI_ARATH	Protein POST-ILLUMINATION CHLOROPHYLL FLUORESCENCE INCREASE, chloroplastic {ECO:0000303|PubMed:17573537}	
TRINITY_DN1466_c0_g1_i34	PIFI_ARATH	Protein POST-ILLUMINATION CHLOROPHYLL FLUORESCENCE INCREASE, chloroplastic {ECO:0000303|PubMed:17573537}	
TRINITY_DN1466_c0_g1_i38	PIFI_ARATH	Protein POST-ILLUMINATION CHLOROPHYLL FLUORESCENCE INCREASE, chloroplastic {ECO:0000303|PubMed:17573537}	
TRINITY_DN1460_c0_g1_i11	SYWC_ARATH	Tryptophan--tRNA ligase, cytoplasmic {ECO:0000305}	
TRINITY_DN1460_c2_g1_i1	SYWC_ARATH	Tryptophan--tRNA ligase, cytoplasmic {ECO:0000305}	
TRINITY_DN1412_c1_g1_i3	.	.	
TRINITY_DN85725_c0_g1_i1	NTF2B_ARATH	Nuclear transport factor 2B {ECO:0000303|PubMed:16428596}	
TRINITY_DN84425_c0_g1_i1	.	.	
TRINITY_DN84483_c0_g1_i1	PRX_SCHPO	Peroxiredoxin bcp1	6W
TRINITY_DN93053_c0_g1_i1	TCPE2_AVESA	T-complex protein 1 subunit epsilon	
TRINITY_DN93067_c0_g1_i1	EML3_ARATH	Protein EMSY-LIKE 3 {ECO:0000303|PubMed:21830950}	
TRINITY_DN13552_c0_g1_i1	BLT_ARATH	Protein BRANCHLESS TRICHOME	6A
TRINITY_DN13524_c0_g2_i1	.	.	
TRINITY_DN13524_c0_g3_i1	.	.	
TRINITY_DN13524_c0_g4_i1	.	.	
TRINITY_DN13588_c0_g1_i1	RS12_HORVU	40S ribosomal protein S12	
TRINITY_DN13585_c0_g1_i8	GLR32_ARATH	Glutamate receptor 3.2 {ECO:0000303|PubMed:11379626}	
TRINITY_DN13581_c0_g1_i4	GAT1_ARATH	GABA transporter 1	
TRINITY_DN13570_c0_g1_i1	C7A15_ARATH	Cytochrome P450 72A15	6W
TRINITY_DN13570_c0_g1_i2	C7346_ORYSJ	Cytochrome P450 734A6	
TRINITY_DN13560_c0_g1_i4	Y5457_ARATH	Probable LRR receptor-like serine/threonine-protein kinase At5g45780	
TRINITY_DN13566_c0_g1_i4	6PGD1_ORYSJ	6-phosphogluconate dehydrogenase, decarboxylating 1	
TRINITY_DN13566_c0_g1_i6	6PGD2_ARATH	6-phosphogluconate dehydrogenase, decarboxylating 2 {ECO:0000305}	
TRINITY_DN13566_c0_g1_i7	6PGD1_ORYSJ	6-phosphogluconate dehydrogenase, decarboxylating 1	
TRINITY_DN13566_c0_g1_i8	6PGD1_ORYSJ	6-phosphogluconate dehydrogenase, decarboxylating 1	
TRINITY_DN13562_c0_g1_i4	DNJ10_ARATH	Chaperone protein dnaJ 10	
TRINITY_DN13546_c0_g1_i3	GIP2_NICBE	Probable aspartic proteinase GIP2 {ECO:0000305}	
TRINITY_DN13583_c0_g1_i2	.	.	6W
TRINITY_DN13583_c0_g1_i3	.	.	
TRINITY_DN13530_c0_g1_i10	SAU65_ARATH	Auxin-responsive protein SAUR65 {ECO:0000305}	
TRINITY_DN13530_c0_g1_i3	SAU66_ARATH	Auxin-responsive protein SAUR66 {ECO:0000305}	
TRINITY_DN13530_c0_g2_i1	SAU66_ARATH	Auxin-responsive protein SAUR66 {ECO:0000305}	
TRINITY_DN13605_c0_g1_i3	.	.	
TRINITY_DN13518_c0_g1_i1	.	.	6W
TRINITY_DN13518_c0_g1_i3	.	.	
TRINITY_DN13520_c0_g1_i1	.	.	6A
TRINITY_DN13596_c0_g1_i1	CAP16_ARATH	Putative clathrin assembly protein At4g40080	6W
TRINITY_DN13596_c0_g1_i5	CAP16_ARATH	Putative clathrin assembly protein At4g40080	
TRINITY_DN13526_c1_g1_i1	MPCP3_ARATH	Mitochondrial phosphate carrier protein 3, mitochondrial	
TRINITY_DN13591_c0_g1_i10	CN15C_MEDTR	Protein CNGC15c {ECO:0000303|PubMed:27230377}	
TRINITY_DN13591_c0_g1_i21	CN15C_MEDTR	Protein CNGC15c {ECO:0000303|PubMed:27230377}	
TRINITY_DN13572_c0_g1_i1	.	.	
TRINITY_DN13557_c0_g1_i1	COX2_LATCH	Cytochrome c oxidase subunit 2	
TRINITY_DN13537_c0_g1_i12	SRF2_ARATH	Protein STRUBBELIG-RECEPTOR FAMILY 2	
TRINITY_DN13592_c0_g1_i2	URGT2_ARATH	UDP-rhamnose/UDP-galactose transporter 2 {ECO:0000312|EMBL:AKA88220.1}	
TRINITY_DN13607_c0_g1_i10	AGO7_ARATH	Protein argonaute 7	
TRINITY_DN13607_c0_g1_i4	AGO7_ARATH	Protein argonaute 7	6A
TRINITY_DN13543_c0_g1_i1	Y5188_ARATH	Probable LRR receptor-like serine/threonine-protein kinase At1g51880	
TRINITY_DN13543_c0_g1_i11	Y2923_ARATH	Putative leucine-rich repeat receptor-like serine/threonine-protein kinase At2g19230	
TRINITY_DN13543_c0_g1_i7	Y5188_ARATH	Probable LRR receptor-like serine/threonine-protein kinase At1g51880	
TRINITY_DN53899_c0_g2_i1	ATPA_ERYLH	ATP synthase subunit alpha {ECO:0000255|HAMAP-Rule:MF_01346}	
TRINITY_DN53901_c0_g1_i1	ADIP_MOUSE	Afadin- and alpha-actinin-binding protein	
TRINITY_DN53929_c0_g1_i1	.	.	
TRINITY_DN53870_c0_g1_i1	.	.	
TRINITY_DN53905_c0_g1_i1	.	.	
TRINITY_DN53854_c0_g1_i1	ACP3_HORVU	Acyl carrier protein 3, chloroplastic	
TRINITY_DN34044_c0_g1_i1	CB29_CHLRE	Chlorophyll a-b binding protein CP29	6W
TRINITY_DN34044_c2_g1_i1	CB25_TOBAC	Chlorophyll a-b binding protein 50, chloroplastic	
TRINITY_DN34076_c0_g1_i1	.	.	
TRINITY_DN34122_c0_g1_i2	ARR17_ARATH	Two-component response regulator ARR17	
TRINITY_DN34092_c0_g1_i2	ABCG1_DICDI	ABC transporter G family member 1	
TRINITY_DN34075_c1_g1_i2	TF2AA_DICDI	Transcription initiation factor IIA subunit 1	
TRINITY_DN34083_c0_g1_i3	R13L4_ARATH	Disease resistance RPP13-like protein 4	
TRINITY_DN34083_c0_g1_i4	R13L4_ARATH	Disease resistance RPP13-like protein 4	
TRINITY_DN34026_c0_g1_i1	FMT_COPPD	Methionyl-tRNA formyltransferase {ECO:0000255|HAMAP-Rule:MF_00182}	
TRINITY_DN91340_c0_g1_i1	NDUS4_ARATH	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	
TRINITY_DN91360_c0_g1_i1	PHYB_ORYSJ	Phytochrome B	
TRINITY_DN91384_c0_g1_i1	C3H4_ORYSJ	Zinc finger CCCH domain-containing protein 4	
TRINITY_DN91329_c0_g1_i1	STOP2_ARATH	Protein SENSITIVE TO PROTON RHIZOTOXICITY 2 {ECO:0000303|PubMed:23935008}	
TRINITY_DN91368_c0_g1_i1	.	.	
TRINITY_DN85552_c0_g1_i1	SF3B6_ARATH	Splicing factor 3B subunit 6-like protein	
TRINITY_DN350_c0_g1_i1	GLV1_ARATH	Protein GOLVEN 1 {ECO:0000303|PubMed:23370719}	6A
TRINITY_DN350_c1_g1_i10	PIN3_ARATH	Auxin efflux carrier component 3 {ECO:0000303|PubMed:11845211}	
TRINITY_DN350_c1_g1_i11	PIN3_ARATH	Auxin efflux carrier component 3 {ECO:0000303|PubMed:11845211}	
TRINITY_DN350_c1_g1_i7	PIN3_ARATH	Auxin efflux carrier component 3 {ECO:0000303|PubMed:11845211}	
TRINITY_DN350_c2_g1_i2	Y1540_ARATH	Uncharacterized protein At1g15400	
TRINITY_DN350_c2_g1_i6	Y1540_ARATH	Uncharacterized protein At1g15400	
TRINITY_DN350_c2_g1_i7	DTC_ARATH	Mitochondrial dicarboxylate/tricarboxylate transporter DTC	
TRINITY_DN350_c2_g1_i8	Y1540_ARATH	Uncharacterized protein At1g15400	
TRINITY_DN375_c0_g1_i1	MPK3_ARATH	Mitogen-activated protein kinase 3 {ECO:0000303|PubMed:8282107}	
TRINITY_DN375_c0_g1_i10	MPK3_ARATH	Mitogen-activated protein kinase 3 {ECO:0000303|PubMed:8282107}	
TRINITY_DN375_c0_g1_i12	MPK3_ARATH	Mitogen-activated protein kinase 3 {ECO:0000303|PubMed:8282107}	
TRINITY_DN375_c0_g1_i14	MPK3_ARATH	Mitogen-activated protein kinase 3 {ECO:0000303|PubMed:8282107}	
TRINITY_DN375_c0_g1_i18	MPK3_ARATH	Mitogen-activated protein kinase 3 {ECO:0000303|PubMed:8282107}	
TRINITY_DN337_c0_g1_i36	SPT20_MOUSE	Spermatogenesis-associated protein 20	
TRINITY_DN337_c0_g1_i5	SPT20_MOUSE	Spermatogenesis-associated protein 20	
TRINITY_DN345_c0_g1_i3	SAC4_ARATH	Phosphoinositide phosphatase SAC4	6A
TRINITY_DN345_c0_g1_i7	SAC4_ARATH	Phosphoinositide phosphatase SAC4	
TRINITY_DN344_c0_g1_i1	CLASP_ARATH	CLIP-associated protein	
TRINITY_DN344_c0_g2_i4	CLASP_ARATH	CLIP-associated protein	
TRINITY_DN376_c0_g1_i3	IF4B3_ARATH	Eukaryotic translation initiation factor 4B3 {ECO:0000303|PubMed:10600500}	
TRINITY_DN376_c0_g2_i1	.	.	6A
TRINITY_DN372_c0_g1_i20	IF4G_CUCME	Eukaryotic translation initiation factor 4G {ECO:0000305}	
TRINITY_DN349_c0_g1_i1	AB10C_ARATH	ABC transporter C family member 10	
TRINITY_DN349_c0_g1_i2	AB10C_ARATH	ABC transporter C family member 10	6A
TRINITY_DN349_c0_g1_i6	AB10C_ARATH	ABC transporter C family member 10	
TRINITY_DN349_c0_g1_i7	AB10C_ARATH	ABC transporter C family member 10	
TRINITY_DN323_c0_g1_i16	.	.	
TRINITY_DN314_c0_g1_i154	DHBK_SOLLC	Putative 3,4-dihydroxy-2-butanone kinase	
TRINITY_DN314_c0_g1_i32	DHBK_SOLLC	Putative 3,4-dihydroxy-2-butanone kinase	
TRINITY_DN310_c0_g1_i1	AUX28_SOYBN	Auxin-induced protein AUX28	
TRINITY_DN310_c0_g1_i2	AUX28_SOYBN	Auxin-induced protein AUX28	6A
TRINITY_DN301_c0_g1_i1	SIGA_ARATH	RNA polymerase sigma factor sigA	
TRINITY_DN301_c0_g1_i14	SIGA_ARATH	RNA polymerase sigma factor sigA	
TRINITY_DN301_c0_g1_i23	SIGA_ARATH	RNA polymerase sigma factor sigA	
TRINITY_DN301_c0_g1_i28	SIGA_ARATH	RNA polymerase sigma factor sigA	
TRINITY_DN301_c0_g1_i3	SIGA_ARATH	RNA polymerase sigma factor sigA	
TRINITY_DN301_c0_g1_i30	SIGA_ARATH	RNA polymerase sigma factor sigA	
TRINITY_DN301_c0_g1_i39	SIGA_ARATH	RNA polymerase sigma factor sigA	
TRINITY_DN301_c0_g2_i2	XERIC_ARATH	Probable E3 ubiquitin-protein ligase XERICO	6A
TRINITY_DN319_c0_g1_i4	PMEI9_ARATH	Pectinesterase inhibitor 9 {ECO:0000305}	
TRINITY_DN319_c0_g1_i7	21KD_DAUCA	21 kDa protein	
TRINITY_DN319_c0_g2_i1	.	.	
TRINITY_DN319_c0_g3_i4	21KD_DAUCA	21 kDa protein	
TRINITY_DN319_c0_g3_i5	21KD_DAUCA	21 kDa protein	
TRINITY_DN319_c0_g3_i6	PMI11_ARATH	Pectinesterase inhibitor 11 {ECO:0000305}	
TRINITY_DN319_c0_g3_i7	21KD_DAUCA	21 kDa protein	
TRINITY_DN319_c0_g3_i9	21KD_DAUCA	21 kDa protein	
TRINITY_DN393_c0_g1_i15	.	.	
TRINITY_DN393_c0_g1_i39	YA22_SCHPO	Uncharacterized protein C2F7.02c	
TRINITY_DN378_c0_g1_i11	PIP27_ARATH	Aquaporin PIP2-7 {ECO:0000303|PubMed:11806824}	
TRINITY_DN378_c0_g1_i7	PIP21_MAIZE	Aquaporin PIP2-1	6A
TRINITY_DN378_c0_g2_i1	PIP24_MAIZE	Aquaporin PIP2-4	
TRINITY_DN378_c0_g2_i2	PIP21_ARATH	Aquaporin PIP2-1	
TRINITY_DN378_c0_g3_i1	PIP21_MAIZE	Aquaporin PIP2-1	
TRINITY_DN378_c1_g1_i1	PIP22_ARATH	Aquaporin PIP2-2	
TRINITY_DN378_c1_g1_i3	PIP22_ARATH	Aquaporin PIP2-2	
TRINITY_DN378_c1_g2_i3	PIP21_ORYSJ	Probable aquaporin PIP2-1	
TRINITY_DN308_c1_g1_i1	SD18_ARATH	Receptor-like serine/threonine-protein kinase SD1-8	
TRINITY_DN308_c1_g1_i10	SD18_ARATH	Receptor-like serine/threonine-protein kinase SD1-8	
TRINITY_DN308_c1_g1_i5	SD17_ARATH	Receptor-like serine/threonine-protein kinase SD1-7	
TRINITY_DN392_c0_g1_i10	HYH_ARATH	Transcription factor HY5-like	
TRINITY_DN392_c0_g1_i12	HYH_ARATH	Transcription factor HY5-like	
TRINITY_DN392_c0_g1_i4	HYH_ARATH	Transcription factor HY5-like	
TRINITY_DN309_c0_g1_i2	.	.	6W
TRINITY_DN309_c0_g1_i3	.	.	
TRINITY_DN367_c0_g1_i1	CXE2_ARATH	Probable carboxylesterase 2	6A
TRINITY_DN367_c0_g2_i3	CXE13_ARATH	Probable carboxylesterase 13	
TRINITY_DN367_c1_g1_i3	FRO2_ARATH	Ferric reduction oxidase 2	
TRINITY_DN330_c0_g1_i3	SOQ1_ARATH	Protein SUPPRESSOR OF QUENCHING 1, chloroplastic {ECO:0000303|PubMed:23818601}	6A
TRINITY_DN330_c0_g1_i4	SOQ1_ARATH	Protein SUPPRESSOR OF QUENCHING 1, chloroplastic {ECO:0000303|PubMed:23818601}	6A
TRINITY_DN330_c0_g1_i6	SOQ1_ARATH	Protein SUPPRESSOR OF QUENCHING 1, chloroplastic {ECO:0000303|PubMed:23818601}	
TRINITY_DN338_c0_g1_i13	HSP7P_ARATH	Heat shock 70 kDa protein 15	
TRINITY_DN338_c0_g1_i19	HSP7P_ARATH	Heat shock 70 kDa protein 15	
TRINITY_DN338_c0_g1_i29	HSP7O_ARATH	Heat shock 70 kDa protein 14	
TRINITY_DN357_c0_g1_i11	P2C26_ARATH	Probable protein phosphatase 2C 26	
TRINITY_DN357_c0_g1_i5	P2C26_ARATH	Probable protein phosphatase 2C 26	6A
TRINITY_DN351_c0_g1_i16	TTL12_MOUSE	Tubulin--tyrosine ligase-like protein 12	
TRINITY_DN351_c0_g1_i40	TTL12_MOUSE	Tubulin--tyrosine ligase-like protein 12	
TRINITY_DN370_c0_g1_i3	OPT3_ARATH	Oligopeptide transporter 3	6A
TRINITY_DN370_c0_g1_i4	OPT3_ARATH	Oligopeptide transporter 3	
TRINITY_DN370_c0_g1_i5	OPT3_ARATH	Oligopeptide transporter 3	6A
TRINITY_DN342_c0_g1_i22	BGAL3_ARATH	Beta-galactosidase 3	
TRINITY_DN342_c0_g1_i31	BGAL3_ARATH	Beta-galactosidase 3	
TRINITY_DN342_c0_g1_i9	BGAL3_ARATH	Beta-galactosidase 3	
TRINITY_DN336_c0_g1_i12	DRMH4_ARATH	Dormancy-associated protein homolog 4 {ECO:0000305}	
TRINITY_DN385_c0_g1_i1	DHU1_ARATH	Protein DWD HYPERSENSITIVE TO UV-B 1 {ECO:0000303|PubMed:25193399, ECO:0000303|PubMed:28735869}	6W
TRINITY_DN385_c0_g1_i6	DHU1_ARATH	Protein DWD HYPERSENSITIVE TO UV-B 1 {ECO:0000303|PubMed:25193399, ECO:0000303|PubMed:28735869}	
TRINITY_DN320_c1_g1_i14	PSAF_SPIOL	Photosystem I reaction center subunit III, chloroplastic	
TRINITY_DN320_c1_g1_i15	PSAF_SPIOL	Photosystem I reaction center subunit III, chloroplastic	
TRINITY_DN320_c1_g1_i4	.	.	
TRINITY_DN320_c1_g1_i5	PSAF_SPIOL	Photosystem I reaction center subunit III, chloroplastic	
TRINITY_DN320_c1_g1_i6	PSAF_SPIOL	Photosystem I reaction center subunit III, chloroplastic	
TRINITY_DN320_c1_g1_i8	PSAF_SPIOL	Photosystem I reaction center subunit III, chloroplastic	
TRINITY_DN318_c0_g1_i12	TOM20_SOLTU	Mitochondrial import receptor subunit TOM20	
TRINITY_DN335_c0_g1_i1	KCS6_ARATH	3-ketoacyl-CoA synthase 6 {ECO:0000303|PubMed:18465198}	6A
TRINITY_DN327_c0_g1_i3	NTF2_ARATH	Nuclear transport factor 2 {ECO:0000303|PubMed:28229965}	
TRINITY_DN353_c0_g1_i1	.	.	6W
TRINITY_DN398_c0_g1_i10	.	.	
TRINITY_DN398_c0_g1_i11	.	.	
TRINITY_DN398_c0_g1_i5	.	.	
TRINITY_DN398_c0_g1_i6	.	.	
TRINITY_DN398_c0_g1_i8	.	.	
TRINITY_DN398_c0_g2_i1	.	.	6W
TRINITY_DN339_c0_g1_i1	TRPB_CAMAC	Tryptophan synthase beta chain 2, chloroplastic	6A
TRINITY_DN339_c0_g2_i5	TRPB_CAMAC	Tryptophan synthase beta chain 2, chloroplastic	
TRINITY_DN305_c0_g1_i12	DI195_ORYSJ	Protein DEHYDRATION-INDUCED 19 homolog 5	
TRINITY_DN305_c0_g1_i20	DI195_ORYSJ	Protein DEHYDRATION-INDUCED 19 homolog 5	
TRINITY_DN365_c0_g1_i22	LTI6A_ORYSJ	Hydrophobic protein LTI6A	
TRINITY_DN397_c0_g1_i1	DIT1_ARATH	Dicarboxylate transporter 1, chloroplastic	
TRINITY_DN397_c0_g1_i2	DIT1_ARATH	Dicarboxylate transporter 1, chloroplastic	
TRINITY_DN311_c0_g1_i39	TRPD_ARATH	Anthranilate phosphoribosyltransferase, chloroplastic	
TRINITY_DN386_c0_g1_i13	SLP1_ARATH	Shewanella-like protein phosphatase 1 {ECO:0000303|PubMed:21976480}	
TRINITY_DN386_c0_g1_i18	SLP1_ARATH	Shewanella-like protein phosphatase 1 {ECO:0000303|PubMed:21976480}	
TRINITY_DN386_c0_g1_i8	SLP1_ARATH	Shewanella-like protein phosphatase 1 {ECO:0000303|PubMed:21976480}	
TRINITY_DN363_c0_g1_i40	CKL2_ARATH	Casein kinase 1-like protein 2 {ECO:0000305}	
TRINITY_DN391_c0_g1_i1	PMA11_ARATH	ATPase 11, plasma membrane-type	
TRINITY_DN391_c0_g1_i14	PMA11_ARATH	ATPase 11, plasma membrane-type	
TRINITY_DN391_c0_g1_i16	PMA11_ARATH	ATPase 11, plasma membrane-type	6A
TRINITY_DN391_c0_g1_i3	PMA10_ARATH	ATPase 10, plasma membrane-type	
TRINITY_DN391_c0_g1_i5	PMA4_ARATH	ATPase 4, plasma membrane-type	6A
TRINITY_DN391_c0_g1_i7	PMA11_ARATH	ATPase 11, plasma membrane-type	
TRINITY_DN391_c1_g1_i2	PMA4_ARATH	ATPase 4, plasma membrane-type	6A
TRINITY_DN391_c2_g1_i10	RBS6_SOLTU	Ribulose bisphosphate carboxylase small subunit, chloroplastic 6 {ECO:0000255|HAMAP-Rule:MF_00860}	
TRINITY_DN391_c2_g1_i12	RBS3_MESCR	Ribulose bisphosphate carboxylase small subunit, chloroplastic 3 {ECO:0000255|HAMAP-Rule:MF_00860}	
TRINITY_DN391_c2_g1_i14	RBS6_SOLTU	Ribulose bisphosphate carboxylase small subunit, chloroplastic 6 {ECO:0000255|HAMAP-Rule:MF_00860}	
TRINITY_DN391_c2_g1_i15	RBS3_MESCR	Ribulose bisphosphate carboxylase small subunit, chloroplastic 3 {ECO:0000255|HAMAP-Rule:MF_00860}	
TRINITY_DN391_c2_g1_i2	RBS6_SOLTU	Ribulose bisphosphate carboxylase small subunit, chloroplastic 6 {ECO:0000255|HAMAP-Rule:MF_00860}	
TRINITY_DN391_c2_g1_i23	RBS6_SOLTU	Ribulose bisphosphate carboxylase small subunit, chloroplastic 6 {ECO:0000255|HAMAP-Rule:MF_00860}	
TRINITY_DN391_c2_g1_i3	RBS2_MESCR	Ribulose bisphosphate carboxylase small subunit, chloroplastic 2 {ECO:0000255|HAMAP-Rule:MF_00860}	
TRINITY_DN396_c0_g1_i5	.	.	
TRINITY_DN324_c0_g1_i10	TCP4_ARATH	Transcription factor TCP4	
TRINITY_DN324_c0_g1_i12	TCP4_ARATH	Transcription factor TCP4	
TRINITY_DN324_c0_g1_i13	TCP4_ARATH	Transcription factor TCP4	6A
TRINITY_DN324_c0_g1_i3	TCP4_ARATH	Transcription factor TCP4	
TRINITY_DN324_c0_g1_i5	TCP4_ARATH	Transcription factor TCP4	
TRINITY_DN380_c0_g1_i2	GCSP_PEA	Glycine dehydrogenase (decarboxylating), mitochondrial	
TRINITY_DN380_c0_g1_i3	GCSP_SOLTU	Glycine dehydrogenase (decarboxylating), mitochondrial	
TRINITY_DN380_c0_g1_i4	GCSP_SOLTU	Glycine dehydrogenase (decarboxylating), mitochondrial	
TRINITY_DN322_c0_g1_i10	MCU2_ARATH	Calcium uniporter protein 2, mitochondrial	
TRINITY_DN322_c0_g1_i18	MCU1_ARATH	Calcium uniporter protein 1, mitochondrial	
TRINITY_DN332_c0_g1_i8	FLZ1_ARATH	FCS-Like Zinc finger 1 {ECO:0000303|PubMed:24901469}	
TRINITY_DN326_c0_g1_i17	CRTSO_SOLLC	Prolycopene isomerase, chloroplastic	
TRINITY_DN326_c0_g1_i67	CRTSO_DAUCA	Prolycopene isomerase, chloroplastic	
TRINITY_DN360_c0_g1_i1	FAP3_ARATH	Fatty-acid-binding protein 3, chloroplastic	6A
TRINITY_DN360_c0_g1_i11	FAP3_ARATH	Fatty-acid-binding protein 3, chloroplastic	
TRINITY_DN360_c0_g1_i13	FAP3_ARATH	Fatty-acid-binding protein 3, chloroplastic	
TRINITY_DN360_c0_g1_i16	FAP3_ARATH	Fatty-acid-binding protein 3, chloroplastic	
TRINITY_DN360_c0_g1_i2	FAP3_ARATH	Fatty-acid-binding protein 3, chloroplastic	6A
TRINITY_DN360_c0_g1_i7	FAP3_ARATH	Fatty-acid-binding protein 3, chloroplastic	
TRINITY_DN360_c0_g2_i1	Y1853_ARATH	Receptor-like serine/threonine-protein kinase At1g78530	
TRINITY_DN360_c1_g1_i4	PP133_ARATH	Pentatricopeptide repeat-containing protein At1g79540	
TRINITY_DN368_c1_g1_i3	.	.	
TRINITY_DN362_c0_g1_i23	BTR1_ARATH	Protein BTR1 {ECO:0000303|PubMed:18762309}	
TRINITY_DN362_c0_g1_i8	BTR1_ARATH	Protein BTR1 {ECO:0000303|PubMed:18762309}	
TRINITY_DN340_c0_g1_i14	.	.	
TRINITY_DN340_c0_g1_i20	.	.	
TRINITY_DN340_c0_g1_i25	.	.	
TRINITY_DN354_c0_g1_i12	CID7_ARATH	Polyadenylate-binding protein-interacting protein 7	
TRINITY_DN354_c0_g1_i15	CID7_ARATH	Polyadenylate-binding protein-interacting protein 7	
TRINITY_DN354_c0_g1_i18	CID7_ARATH	Polyadenylate-binding protein-interacting protein 7	
TRINITY_DN374_c1_g1_i7	.	.	
TRINITY_DN377_c0_g1_i1	.	.	6A
TRINITY_DN377_c0_g1_i2	.	.	6A
TRINITY_DN377_c0_g1_i6	.	.	
TRINITY_DN377_c0_g1_i7	.	.	
TRINITY_DN379_c0_g1_i1	.	.	
TRINITY_DN379_c0_g1_i3	.	.	
TRINITY_DN325_c0_g1_i13	KAD5_ARATH	Adenylate kinase 5, chloroplastic	
TRINITY_DN325_c0_g1_i17	KAD5_ARATH	Adenylate kinase 5, chloroplastic	
TRINITY_DN325_c0_g1_i23	KAD5_ARATH	Adenylate kinase 5, chloroplastic	
TRINITY_DN325_c0_g1_i5	KAD5_ARATH	Adenylate kinase 5, chloroplastic	
TRINITY_DN304_c0_g1_i11	CB2_DUNTE	Chlorophyll a-b binding protein of LHCII type I, chloroplastic	
TRINITY_DN304_c0_g1_i27	CB2_CHLRE	Chlorophyll a-b binding protein of LHCII type I, chloroplastic	
TRINITY_DN304_c0_g1_i29	CB2_CHLRE	Chlorophyll a-b binding protein of LHCII type I, chloroplastic	
TRINITY_DN304_c0_g1_i39	CB2_DUNTE	Chlorophyll a-b binding protein of LHCII type I, chloroplastic	
TRINITY_DN304_c0_g1_i4	CB23_HORVU	Chlorophyll a-b binding protein of LHCII type III, chloroplastic	
TRINITY_DN304_c0_g1_i59	CB2_DUNTE	Chlorophyll a-b binding protein of LHCII type I, chloroplastic	
TRINITY_DN304_c0_g1_i65	CB2_CHLRE	Chlorophyll a-b binding protein of LHCII type I, chloroplastic	
TRINITY_DN304_c0_g1_i68	CB2_CHLRE	Chlorophyll a-b binding protein of LHCII type I, chloroplastic	
TRINITY_DN304_c1_g1_i1	CB21_MAIZE	Chlorophyll a-b binding protein 1, chloroplastic	
TRINITY_DN304_c14_g1_i1	CB2A_SPIOL	Chlorophyll a-b binding protein, chloroplastic	
TRINITY_DN304_c15_g1_i1	CB28_PEA	Chlorophyll a-b binding protein 8, chloroplastic	
TRINITY_DN366_c0_g1_i2	MYB2_CROXC	Transcription factor MYB1 {ECO:0000305}	
TRINITY_DN366_c1_g1_i1	MYB1_CROXC	Transcription factor MYB1 {ECO:0000305}	
TRINITY_DN331_c0_g1_i13	GLNB_ARATH	Nitrogen regulatory protein P-II homolog	
TRINITY_DN331_c0_g1_i6	GLNB_ARATH	Nitrogen regulatory protein P-II homolog	
TRINITY_DN334_c0_g1_i26	NUP62_ARATH	Nuclear pore complex protein NUP62 {ECO:0000303|PubMed:21189294}	
TRINITY_DN334_c0_g1_i48	NUP62_ARATH	Nuclear pore complex protein NUP62 {ECO:0000303|PubMed:21189294}	
TRINITY_DN306_c0_g1_i12	.	.	
TRINITY_DN352_c0_g1_i23	CAS2_BETPL	Cycloartenol synthase 2	
TRINITY_DN358_c0_g1_i2	GUN25_ARATH	Endoglucanase 25	6A
TRINITY_DN358_c0_g1_i8	GUN25_ARATH	Endoglucanase 25	
TRINITY_DN315_c0_g1_i12	PUM5_ARATH	Pumilio homolog 5	
TRINITY_DN369_c0_g1_i8	SHGR6_ARATH	Protein SHOOT GRAVITROPISM 6	
TRINITY_DN371_c0_g1_i13	.	.	
TRINITY_DN371_c0_g1_i24	.	.	
TRINITY_DN371_c0_g1_i26	.	.	
TRINITY_DN371_c0_g1_i27	.	.	
TRINITY_DN371_c0_g1_i28	.	.	
TRINITY_DN371_c0_g1_i9	.	.	
TRINITY_DN371_c1_g1_i11	RPOC2_EUCGG	DNA-directed RNA polymerase subunit beta'' {ECO:0000255|HAMAP-Rule:MF_01324}	
TRINITY_DN371_c1_g1_i12	LNG1_ARATH	Protein LONGIFOLIA 1	
TRINITY_DN371_c1_g1_i13	RPOC2_EUCGG	DNA-directed RNA polymerase subunit beta'' {ECO:0000255|HAMAP-Rule:MF_01324}	
TRINITY_DN371_c1_g1_i2	LNG1_ARATH	Protein LONGIFOLIA 1	
TRINITY_DN371_c2_g1_i1	.	.	
TRINITY_DN371_c2_g1_i2	.	.	
TRINITY_DN371_c7_g1_i1	.	.	
TRINITY_DN371_c34_g1_i3	.	.	
TRINITY_DN300_c0_g1_i1	RBR_RICCO	Retinoblastoma-related protein	
TRINITY_DN300_c0_g1_i2	NFD4_ARATH	Protein NUCLEAR FUSION DEFECTIVE 4 {ECO:0000303|PubMed:16698901}	
TRINITY_DN300_c0_g1_i3	RBR_RICCO	Retinoblastoma-related protein	
TRINITY_DN300_c0_g1_i4	NFD4_ARATH	Protein NUCLEAR FUSION DEFECTIVE 4 {ECO:0000303|PubMed:16698901}	
TRINITY_DN341_c0_g1_i2	.	.	
TRINITY_DN341_c0_g1_i4	.	.	
